serZone;type;tag;description
FCR;stopSignal with incoherent ptcar reference;;stopSignal TV-I.20 is present in micro:location Racc. Aperam (ptcarId 2088) but linked to ptrefColumn Chât 13033/4 (ptcarId 263)
FCR;stopSignal with incoherent ptcar reference;;stopSignal TY-I.20 is present in micro:location Racc. Aperam (ptcarId 2088) but linked to ptrefColumn Chât 13033/3 (ptcarId 263)
FCR;stopSignal with incoherent ptcar reference;;stopSignal U-J.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal a921.fic is present in micro:location Couillet (ptcarId 281) but linked to ptrefColumn ChâtO 3085/2 (ptcarId 2006)
FCR;stopSignal with incoherent ptcar reference;;stopSignal b925.fic is present in micro:location Couillet (ptcarId 281) but linked to ptrefColumn ChâtO 3084/1 (ptcarId 2006)
FCR;stopSignal with incoherent ptcar reference;;stopSignal bx921.fic is present in micro:location Couillet (ptcarId 281) but linked to ptrefColumn ChâtO 3085/2 (ptcarId 2006)
FCR;stopSignal with incoherent ptcar reference;;stopSignal fc360-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal fc361-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal fc362-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal fc363-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal fc364-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal g319-i.20 is present in micro:location Châtelet-O (ptcarId 2006) but linked to ptrefColumn Chât 13032/1 (ptcarId 263)
FCR;stopSignal with incoherent ptcar reference;;stopSignal g320-i.20 is present in micro:location Châtelet-O (ptcarId 2006) but linked to ptrefColumn Chât 13032/1 (ptcarId 263)
FCR;stopSignal with incoherent ptcar reference;;stopSignal g321-i.20 is present in micro:location Châtelet-O (ptcarId 2006) but linked to ptrefColumn Chât 13032/1 (ptcarId 263)
FCR;stopSignal with incoherent ptcar reference;;stopSignal g322-i.20 is present in micro:location Châtelet-O (ptcarId 2006) but linked to ptrefColumn Chât 13032/1 (ptcarId 263)
FCR;stopSignal with incoherent ptcar reference;;stopSignal g323-i.20 is present in micro:location Châtelet-O (ptcarId 2006) but linked to ptrefColumn Chât 13032/1 (ptcarId 263)
FCR;stopSignal with incoherent ptcar reference;;stopSignal g324-i.20 is present in micro:location Châtelet-O (ptcarId 2006) but linked to ptrefColumn Chât 13032/1 (ptcarId 263)
FCR;stopSignal with incoherent ptcar reference;;stopSignal g326-i.20 is present in micro:location Châtelet-O (ptcarId 2006) but linked to ptrefColumn Chât 13032/1 (ptcarId 263)
FCR;stopSignal with incoherent ptcar reference;;stopSignal gc353-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal gc354-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal gc355-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal gc356-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal gc357-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal gc358-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal l366-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal l367-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal l368-j.20 is present in micro:location Chât. Vorm (ptcarId 264) but linked to ptrefColumn Chât-13030/5 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal lc341-j.20 is present in micro:location Chat-Bund. C (ptcarId 300) but linked to ptrefColumn Chât-13030/3 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal lc342-j.20 is present in micro:location Chat-Bund. C (ptcarId 300) but linked to ptrefColumn Chât-13030/3 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal lc343-j.20 is present in micro:location Chat-Bund. C (ptcarId 300) but linked to ptrefColumn Chât-13030/3 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal lc344-j.20 is present in micro:location Chat-Bund. C (ptcarId 300) but linked to ptrefColumn Chât-13030/3 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal lc345-j.20 is present in micro:location Chat-Bund. C (ptcarId 300) but linked to ptrefColumn Chât-13030/3 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal lc346-j.20 is present in micro:location Chat-Bund. C (ptcarId 300) but linked to ptrefColumn Chât-13030/3 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal lc347-j.20 is present in micro:location Chat-Bund. C (ptcarId 300) but linked to ptrefColumn Chât-13030/3 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal lc348-j.20 is present in micro:location Chat-Bund. C (ptcarId 300) but linked to ptrefColumn Chât-13030/3 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal lc349-j.20 is present in micro:location Chat-Bund. C (ptcarId 300) but linked to ptrefColumn Chât-13030/3 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal lc350-j.20 is present in micro:location Chat-Bund. C (ptcarId 300) but linked to ptrefColumn Chât-13030/3 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal lc351-j.20 is present in micro:location Chat-Bund. C (ptcarId 300) but linked to ptrefColumn Chât-13030/3 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal lc352-j.20 is present in micro:location Chat-Bund. C (ptcarId 300) but linked to ptrefColumn Chât-13030/3 (ptcarId 2007)
FCR;stopSignal with incoherent ptcar reference;;stopSignal py281-g.20 is present in micro:location Charl.-Centr (ptcarId 259) but linked to ptrefColumn FCR 12498/9 (ptcarId 2027)
FCR;stopSignal without indi:id;;stopSignal A308 (location Ceroux-Moust, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal A320 (location Court-St-Et, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal A332 (location Court-St-Et, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal A346 (location Faux, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal A394 (location Villers-la-V, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal A408 (location Villers-la-V, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal A417 (location Tilly, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal A432 (location Tilly, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal A565 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal A579 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal A590 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal A600 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal A612 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal AX303 (location Ceroux-Moust, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal AX313 (location Court-St-Et, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal AX321 (location Court-St-Et, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal AX330 (location Court-St-Et, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal AX381 (location La Roche, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal AX395 (location Villers-la-V, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal AX408 (location Villers-la-V, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal AX421 (location Tilly, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal AX550 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal AX562 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal AX573 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal AX591 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal AX600 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal B303 (location Ceroux-Moust, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal B313 (location Court-St-Et, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal B321 (location Court-St-Et, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal B330 (location Court-St-Et, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal B381 (location La Roche, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal B395 (location Villers-la-V, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal B408 (location Villers-la-V, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal B421 (location Tilly, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal B550 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal B561 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal B573 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal B591 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal B600 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal BX308 (location Ceroux-Moust, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal BX318 (location Court-St-Et, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal BX332 (location Court-St-Et, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal BX346 (location Faux, interGrid 14003 - SER 14)
FCR;stopSignal without indi:id;;stopSignal BX394 (location Villers-la-V, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal BX408 (location Villers-la-V, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal BX417 (location Tilly, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal BX432 (location Tilly, interGrid 14003 - 14004)
FCR;stopSignal without indi:id;;stopSignal BX565 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal BX579 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal BX590 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal BX600 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal BX612 (location Lodelinsart, interGrid 14015 - 14009)
FCR;stopSignal without indi:id;;stopSignal ky262-q.20 (location Marcinelle, grid 12497)
FCR;stopSignal without indi:id;;stopSignal ky263-q.20 (location Marcinelle, grid 12497)
FCR;stopSignal without indi:id;;stopSignal ky264-q.20 (location Marcinelle, grid 12497)
FCR;stopSignal without indi:id;;stopSignal ly262-q.20 (location Marcinelle, grid 12494)
FCR;stopSignal without indi:id;;stopSignal ly263-q.20 (location Marcinelle, grid 12494)
FCR;stopSignal without indi:id;;stopSignal ly264-q.20 (location Marcinelle, grid 12494)
FCR;subLocation without locationPoint;;Châtelet Vorming
FCR;subLocation without locationPoint;;Châtelet-Vorming - Bundel Infra
FCR;subLocation without locationPoint;;Châtelet-Vorming - Bundel K
FCR;subLocation without locationPoint;;Châtelet-Vorming - Goederenpark
FCR;switch not linked to 3 trackEdges;;switch 01AI (location Char-Dry-Port, grid 13036)
FCR;switch not linked to 3 trackEdges;;switch 01AL (location Lobbes, grid 13055)
FCR;switch not linked to 3 trackEdges;;switch 01BL (location Lobbes, grid 13055)
FCR;switch not linked to 3 trackEdges;;switch 01M (location Aisemont, grid 15001)
FCR;switch not linked to 3 trackEdges;;switch 02AI (location Char-Dry-Port, grid 13036)
FCR;switch not linked to 3 trackEdges;;switch 05BJ (location Chât. Vorm, grid 13030)
FCR;switch not linked to 3 trackEdges;;switch 06BJ (location Chât. Vorm, grid 13030)
FCR;switch not linked to 3 trackEdges;;switch 07J (location Chât. Vorm, grid 13030)
FCR;switch not linked to 3 trackEdges;;switch 10I (location Châtelet-O, grid 13032)
FCR;switch not linked to 3 trackEdges;;switch 12BS (location Mariembourg, grid 13212)
FCR;switch not linked to 3 trackEdges;;switch 20AH (location Charl.-Centr, grid 13090)
FCR;switch not linked to 3 trackEdges;;switch 20Q (location Marcinel/1, grid 12499)
FCR;switch not linked to 3 trackEdges;;switch 21Q (location Marcinel/1, grid 12499)
FCR;switch not linked to 3 trackEdges;;switch 26BI (location Châtelet-O, grid 13032)
FCR;switch not linked to 3 trackEdges;;switch 32I (location Racc. Aperam, grid 13033)
FCR;switch not linked to 3 trackEdges;;switch 33M (location Auvelais, grid 13014)
FCR;switch not linked to 3 trackEdges;;switch 35BH (location Charl.-Centr, grid 13090)
FCR;switch not linked to 3 trackEdges;;switch 36AH (location Couillet, grid 13088)
FCR;switch not linked to 3 trackEdges;;switch 37AH (location Couillet, grid 13088)
FCR;switch not linked to 3 trackEdges;;switch 42BR (location R.Les Petons, grid 13207)
FCR;switch not linked to 3 trackEdges;;switch 46AM (location Tamines, grid 13020)
FCR;switch not linked to 3 trackEdges;;switch 61BM (location Tamines, grid 13020)
FCR;switch not linked to 3 trackEdges;;switch 62Q (location Marcinelle, grid 12494)
FCR;switch not linked to 3 trackEdges;;switch 65J (location Chat-Bund. C, grid 13025)
FCR;switch not linked to 3 trackEdges;;switch 66J (location Chat-Bund. C, grid 13025)
FDD;locationPoint with incoherent epbName;;locationPoint Dend LCI - LCI (location Dend LCI, interGrid 5009 kant 1)
FDD;routing without routeEdge;;Oudenaarde 8910/4 rw le767-u.2 - MX-U.2
FDD;routing without routeEdge;;Oudenaarde 8910/4 rw le768-u.2 - MX-U.2
FDD;routing without routeEdge;;Oudenaarde 8910/4 rw le768-u.2 - R-U.2
FDD;routing without routeEdge;;Oudenaarde 8910/4 rw le767-u.2 - R-U.2
FDD;routing without routeEdge;;Oudenaarde gril 8910/1 rw MX-U.2 - le767-u.2
FDD;routing without routeEdge;;Oudenaarde gril 8910/1 rw MX-U.2 - le768-u.2
FDD;routing without routeEdge;;Oudenaarde gril 8910/1 rw R-U.2 - le767-u.2
FDD;routing without routeEdge;;Oudenaarde gril 8910/1 rw R-U.2 - le768-u.2
FDD;speedSignal without node;;L50KP16A265R1S2
FDD;speedSignal without node;;L50KP16A904R2S2
FDD;speedSignal without node;;L50KP24A312R2S2
FDD;speedSignal without node;;L50KP29A907R1S2
FDD;speedSignal without node;;L50KP30A130R1S1
FDD;speedSignal without node;;L50KP30A600R2S2
FDD;speedSignal without node;;L89KP0A900R2S2
FDD;speedSignal without node;;L89KP11A385R1S2
FDD;speedSignal without node;;L89KP11A399R1S1
FDD;speedSignal without node;;L89KP20A139R1S1
FDD;speedSignal without node;;L89KP20A207R1S2
FDD;speedSignal without node;;L89KP37A220R1S2
FDD;speedSignal without node;;L89KP37A270R1S1
FDD;speedSignal without node;;L89KP37A767R2S1
FDD;speedSignal without node;;L89KP37A767R2S2
FDD;stopSignal with incoherent ptcar reference;;stopSignal A274 is present in micro:location Iddergem (ptcarId 600) but linked to ptrefColumn Okegem9055/1 (ptcarId 923)
FDD;stopSignal with incoherent ptcar reference;;stopSignal A414 is present in micro:location Idegem (ptcarId 601) but linked to ptrefColumn Schend9023/1 (ptcarId 1059)
FDD;stopSignal with incoherent ptcar reference;;stopSignal A475 is present in micro:location Geraardsberg (ptcarId 458) but linked to ptrefColumn G'berg9005/1 (ptcarId 1789)
FDD;stopSignal with incoherent ptcar reference;;stopSignal AX414 is present in micro:location Idegem (ptcarId 601) but linked to ptrefColumn Schend9023/2 (ptcarId 1059)
FDD;stopSignal with incoherent ptcar reference;;stopSignal AX82 is present in micro:location Br-Vl L50 (ptcarId 1782) but linked to ptrefColumn GrBijg5018/2 (ptcarId 488)
FDD;stopSignal with incoherent ptcar reference;;stopSignal B274 is present in micro:location Iddergem (ptcarId 600) but linked to ptrefColumn Okegem9055/2 (ptcarId 923)
FDD;stopSignal with incoherent ptcar reference;;stopSignal B414 is present in micro:location Idegem (ptcarId 601) but linked to ptrefColumn Schend9023/2 (ptcarId 1059)
FDD;stopSignal with incoherent ptcar reference;;stopSignal B82 is present in micro:location Br-Vl L50 (ptcarId 1782) but linked to ptrefColumn GrBijg5018/2 (ptcarId 488)
